time_s,mode,person_id,x_m,y_m,z_m,state,activity
7.75,class_mode,37,1.464,11.75,0.46,sitting,writing
7.75,class_mode,38,2.351,11.75,0.46,sitting,writing
7.75,class_mode,39,6.149,11.75,0.46,sitting,writing
7.75,class_mode,40,6.996,11.75,0.46,sitting,writing
7.75,class_mode,41,2.351,12.65,0.565,sitting,writing
7.75,class_mode,42,6.149,12.65,0.565,sitting,writing
7.75,class_mode,43,6.996,12.65,0.565,sitting,writing
7.75,class_mode,44,7.843,12.65,0.565,sitting,writing
7.75,class_mode,45,1.464,13.55,0.67,sitting,writing
7.75,class_mode,46,3.238,13.55,0.67,sitting,writing
7.75,class_mode,47,6.149,13.55,0.67,sitting,writing
7.75,class_mode,48,7.843,13.55,0.67,sitting,writing
7.75,class_mode,57,4.025,1.35,0.16,standing,blackboard-writing
8.0,break_mode,1,1.464,3.65,0.04,sitting,discussion
8.0,break_mode,2,3.238,3.65,0.04,sitting,discussion
8.0,break_mode,3,6.149,3.65,0.04,sitting,discussion
8.0,break_mode,4,7.843,3.65,0.04,sitting,discussion
8.0,break_mode,5,2.351,4.55,0.04,sitting,discussion
8.0,break_mode,6,3.238,4.55,0.04,sitting,discussion
8.0,break_mode,7,6.996,4.55,0.04,sitting,discussion
8.0,break_mode,8,7.843,4.55,0.04,sitting,discussion
8.0,break_mode,9,1.464,5.45,0.04,sitting,discussion
8.0,break_mode,10,2.351,5.45,0.04,sitting,discussion
8.0,break_mode,11,6.149,5.45,0.04,sitting,discussion
8.0,break_mode,12,7.843,5.45,0.04,sitting,discussion
8.0,break_mode,13,1.464,6.35,0.04,sitting,discussion
8.0,break_mode,14,3.238,6.35,0.04,sitting,discussion
8.0,break_mode,15,6.149,6.35,0.04,sitting,discussion
8.0,break_mode,16,6.996,6.35,0.04,sitting,discussion
8.0,break_mode,17,2.351,7.25,0.04,sitting,discussion
8.0,break_mode,18,3.238,7.25,0.04,sitting,discussion
8.0,break_mode,19,6.996,7.25,0.04,sitting,discussion
8.0,break_mode,20,7.843,7.25,0.04,sitting,discussion
8.0,break_mode,21,1.464,8.15,0.04,sitting,discussion
8.0,break_mode,22,3.238,8.15,0.04,sitting,discussion
8.0,break_mode,23,6.149,8.15,0.04,sitting,discussion
8.0,break_mode,24,7.843,8.15,0.04,sitting,discussion
8.0,break_mode,25,1.464,9.05,0.145,sitting,discussion
8.0,break_mode,26,2.351,9.05,0.145,sitting,discussion
8.0,break_mode,27,6.996,9.05,0.145,sitting,discussion
8.0,break_mode,28,7.843,9.05,0.145,sitting,discussion
8.0,break_mode,29,2.351,9.95,0.25,sitting,discussion
8.0,break_mode,30,3.238,9.95,0.25,sitting,discussion
8.0,break_mode,31,6.149,9.95,0.25,sitting,discussion
8.0,break_mode,32,7.843,9.95,0.25,sitting,discussion
8.0,break_mode,33,1.464,10.85,0.355,sitting,discussion
8.0,break_mode,34,3.238,10.85,0.355,sitting,discussion
8.0,break_mode,35,6.996,10.85,0.355,sitting,discussion
8.0,break_mode,36,7.843,10.85,0.355,sitting,discussion
8.0,break_mode,37,1.464,11.75,0.46,sitting,discussion
8.0,break_mode,38,2.351,11.75,0.46,sitting,discussion
8.0,break_mode,39,6.149,11.75,0.46,sitting,discussion
8.0,break_mode,40,6.996,11.75,0.46,sitting,discussion
8.0,break_mode,41,2.351,12.65,0.565,sitting,discussion
8.0,break_mode,42,6.149,12.65,0.565,sitting,discussion
8.0,break_mode,43,6.996,12.65,0.565,sitting,discussion
8.0,break_mode,44,7.843,12.65,0.565,sitting,discussion
8.0,break_mode,45,1.464,13.55,0.67,sitting,discussion
8.0,break_mode,46,3.238,13.55,0.67,sitting,discussion
8.0,break_mode,47,6.149,13.55,0.67,sitting,discussion
8.0,break_mode,48,7.843,13.55,0.67,sitting,discussion
8.0,break_mode,57,4.025,1.35,0.16,standing,blackboard-writing
8.25,break_mode,1,0.665,3.65,0.04,standing,walking
8.25,break_mode,2,4.46,3.65,0.04,standing,walking
8.25,break_mode,3,5.525,3.65,0.04,standing,walking
8.25,break_mode,4,9.03,3.65,0.04,standing,discussion
8.25,break_mode,5,0.772,4.55,0.04,standing,walking
8.25,break_mode,6,4.621,4.55,0.04,standing,walking
8.25,break_mode,7,9.03,4.55,0.04,standing,discussion
8.25,break_mode,8,9.03,4.55,0.04,standing,discussion
8.25,break_mode,9,0.719,5.45,0.04,standing,walking
8.25,break_mode,10,0.772,5.45,0.04,standing,walking
8.25,break_mode,11,6.149,5.45,0.04,sitting,discussion
8.25,break_mode,12,7.843,5.45,0.04,sitting,discussion
8.25,break_mode,13,1.464,6.35,0.04,sitting,discussion
8.25,break_mode,14,3.238,6.35,0.04,sitting,discussion
8.25,break_mode,15,6.149,6.35,0.04,sitting,discussion
8.25,break_mode,16,6.996,6.35,0.04,sitting,discussion
8.25,break_mode,17,2.351,7.25,0.04,sitting,discussion
8.25,break_mode,18,3.238,7.25,0.04,sitting,discussion
8.25,break_mode,19,6.996,7.25,0.04,sitting,discussion
8.25,break_mode,20,7.843,7.25,0.04,sitting,discussion
8.25,break_mode,21,1.464,8.15,0.04,sitting,discussion
8.25,break_mode,22,3.238,8.15,0.04,sitting,discussion
8.25,break_mode,23,6.149,8.15,0.04,sitting,discussion
8.25,break_mode,24,7.843,8.15,0.04,sitting,discussion
8.25,break_mode,25,1.464,9.05,0.145,sitting,discussion
8.25,break_mode,26,2.351,9.05,0.145,sitting,discussion
8.25,break_mode,27,6.996,9.05,0.145,sitting,discussion
8.25,break_mode,28,7.843,9.05,0.145,sitting,discussion
8.25,break_mode,29,2.351,9.95,0.25,sitting,discussion
8.25,break_mode,30,3.238,9.95,0.25,sitting,discussion
8.25,break_mode,31,6.149,9.95,0.25,sitting,discussion
8.25,break_mode,32,7.843,9.95,0.25,sitting,discussion
8.25,break_mode,33,1.464,10.85,0.355,sitting,discussion
8.25,break_mode,34,3.238,10.85,0.355,sitting,discussion
8.25,break_mode,35,6.996,10.85,0.355,sitting,discussion
8.25,break_mode,36,7.843,10.85,0.355,sitting,discussion
8.25,break_mode,37,1.464,11.75,0.46,sitting,discussion
8.25,break_mode,38,2.351,11.75,0.46,sitting,discussion
8.25,break_mode,39,6.149,11.75,0.46,sitting,discussion
8.25,break_mode,40,6.996,11.75,0.46,sitting,discussion
8.25,break_mode,41,2.351,12.65,0.565,sitting,discussion
8.25,break_mode,42,6.149,12.65,0.565,sitting,discussion
8.25,break_mode,43,6.996,12.65,0.565,sitting,discussion
8.25,break_mode,44,7.843,12.65,0.565,sitting,discussion
8.25,break_mode,45,1.464,13.55,0.67,sitting,discussion
8.25,break_mode,46,3.238,13.55,0.67,sitting,discussion
8.25,break_mode,47,6.149,13.55,0.67,sitting,discussion
8.25,break_mode,48,7.843,13.55,0.67,sitting,discussion
8.25,break_mode,57,4.025,1.35,0.16,standing,blackboard-writing
8.5,break_mode,1,0.62,2.678,0.04,standing,walking
8.5,break_mode,2,3.563,3.397,0.04,standing,walking
8.5,break_mode,3,4.663,3.677,0.04,standing,walking
8.5,break_mode,4,9.03,3.65,0.04,standing,discussion
8.5,break_mode,5,0.632,4.55,0.04,standing,walking
8.5,break_mode,6,4.925,5.846,0.04,standing,walking
8.5,break_mode,7,7.731,5.768,0.04,standing,walking
8.5,break_mode,8,8.781,4.893,0.053,standing,walking
8.5,break_mode,9,0.621,5.45,0.04,standing,walking
8.5,break_mode,10,0.632,5.45,0.04,standing,walking
8.5,break_mode,11,6.149,5.45,0.04,sitting,discussion
8.5,break_mode,12,7.843,5.45,0.04,sitting,discussion
8.5,break_mode,13,1.464,6.35,0.04,sitting,discussion
8.5,break_mode,14,3.238,6.35,0.04,sitting,discussion
8.5,break_mode,15,6.149,6.35,0.04,sitting,discussion
8.5,break_mode,16,6.996,6.35,0.04,sitting,discussion
8.5,break_mode,17,2.351,7.25,0.04,sitting,discussion
8.5,break_mode,18,3.238,7.25,0.04,sitting,discussion
8.5,break_mode,19,6.996,7.25,0.04,sitting,discussion
8.5,break_mode,20,7.843,7.25,0.04,sitting,discussion
8.5,break_mode,21,1.464,8.15,0.04,sitting,discussion
8.5,break_mode,22,3.238,8.15,0.04,sitting,discussion
8.5,break_mode,23,6.149,8.15,0.04,sitting,discussion
8.5,break_mode,24,7.843,8.15,0.04,sitting,discussion
8.5,break_mode,25,1.464,9.05,0.145,sitting,discussion
8.5,break_mode,26,2.351,9.05,0.145,sitting,discussion
8.5,break_mode,27,6.996,9.05,0.145,sitting,discussion
8.5,break_mode,28,7.843,9.05,0.145,sitting,discussion
8.5,break_mode,29,2.351,9.95,0.25,sitting,discussion
8.5,break_mode,30,3.238,9.95,0.25,sitting,discussion
8.5,break_mode,31,6.149,9.95,0.25,sitting,discussion
8.5,break_mode,32,7.843,9.95,0.25,sitting,discussion
8.5,break_mode,33,1.464,10.85,0.355,sitting,discussion
8.5,break_mode,34,3.238,10.85,0.355,sitting,discussion
8.5,break_mode,35,6.996,10.85,0.355,sitting,discussion
8.5,break_mode,36,7.843,10.85,0.355,sitting,discussion
8.5,break_mode,37,1.464,11.75,0.46,sitting,discussion
8.5,break_mode,38,2.351,11.75,0.46,sitting,discussion
8.5,break_mode,39,6.149,11.75,0.46,sitting,discussion
8.5,break_mode,40,6.996,11.75,0.46,sitting,discussion
8.5,break_mode,41,2.351,12.65,0.565,sitting,discussion
8.5,break_mode,42,6.149,12.65,0.565,sitting,discussion
8.5,break_mode,43,6.996,12.65,0.565,sitting,discussion
8.5,break_mode,44,7.843,12.65,0.565,sitting,discussion
8.5,break_mode,45,1.464,13.55,0.67,sitting,discussion
8.5,break_mode,46,3.238,13.55,0.67,sitting,discussion
8.5,break_mode,47,6.149,13.55,0.67,sitting,discussion
8.5,break_mode,48,7.843,13.55,0.67,sitting,discussion
8.5,break_mode,57,4.025,1.35,0.16,standing,blackboard-writing
8.75,break_mode,1,0.588,2.15,0.04,standing,walking
8.75,break_mode,2,0.641,2.85,0.04,standing,walking
8.75,break_mode,3,0.641,4.1,0.04,standing,walking
8.75,break_mode,4,0.626,5.65,0.04,standing,walking
8.75,break_mode,5,4.894,5.245,0.04,standing,walking
8.75,break_mode,6,4.921,6.55,0.04,standing,discussion
8.75,break_mode,7,4.922,8.4,0.04,standing,discussion
8.75,break_mode,8,4.924,10.2,0.25,standing,discussion
8.75,break_mode,9,9.033,5.8,0.04,standing,walking
8.75,break_mode,10,8.969,9.173,0.144,standing,walking
8.75,break_mode,11,6.149,5.45,0.04,sitting,discussion
8.75,break_mode,12,7.843,5.45,0.04,sitting,discussion
8.75,break_mode,13,1.464,6.35,0.04,sitting,discussion
8.75,break_mode,14,3.238,6.35,0.04,sitting,discussion
8.75,break_mode,15,6.149,6.35,0.04,sitting,discussion
8.75,break_mode,16,6.996,6.35,0.04,sitting,discussion
8.75,break_mode,17,2.351,7.25,0.04,sitting,discussion
8.75,break_mode,18,3.238,7.25,0.04,sitting,discussion
8.75,break_mode,19,6.996,7.25,0.04,sitting,discussion
8.75,break_mode,20,7.843,7.25,0.04,sitting,discussion
8.75,break_mode,21,1.464,8.15,0.04,sitting,discussion
8.75,break_mode,22,3.238,8.15,0.04,sitting,discussion
8.75,break_mode,23,6.149,8.15,0.04,sitting,discussion
8.75,break_mode,24,7.843,8.15,0.04,sitting,discussion
8.75,break_mode,25,1.464,9.05,0.145,sitting,discussion
8.75,break_mode,26,2.351,9.05,0.145,sitting,discussion
8.75,break_mode,27,6.996,9.05,0.145,sitting,discussion
8.75,break_mode,28,7.843,9.05,0.145,sitting,discussion
8.75,break_mode,29,2.351,9.95,0.25,sitting,discussion
8.75,break_mode,30,3.238,9.95,0.25,sitting,discussion
8.75,break_mode,31,6.149,9.95,0.25,sitting,discussion
8.75,break_mode,32,7.843,9.95,0.25,sitting,discussion
8.75,break_mode,33,1.464,10.85,0.355,sitting,discussion
8.75,break_mode,34,3.238,10.85,0.355,sitting,discussion
8.75,break_mode,35,6.996,10.85,0.355,sitting,discussion
8.75,break_mode,36,7.843,10.85,0.355,sitting,discussion
8.75,break_mode,37,1.464,11.75,0.46,sitting,discussion
8.75,break_mode,38,2.351,11.75,0.46,sitting,discussion
8.75,break_mode,39,6.149,11.75,0.46,sitting,discussion
8.75,break_mode,40,6.996,11.75,0.46,sitting,discussion
8.75,break_mode,41,2.351,12.65,0.565,sitting,discussion
8.75,break_mode,42,6.149,12.65,0.565,sitting,discussion
8.75,break_mode,43,6.996,12.65,0.565,sitting,discussion
8.75,break_mode,44,7.843,12.65,0.565,sitting,discussion
8.75,break_mode,45,1.464,13.55,0.67,sitting,discussion
8.75,break_mode,46,3.238,13.55,0.67,sitting,discussion
8.75,break_mode,47,6.149,13.55,0.67,sitting,discussion
8.75,break_mode,48,7.843,13.55,0.67,sitting,discussion
8.75,break_mode,57,4.025,1.35,0.16,standing,blackboard-writing
9.0,break_mode,1,0.596,2.366,0.04,standing,walking
9.0,break_mode,2,0.65,2.74,0.04,standing,walking
9.0,break_mode,3,0.691,4.165,0.04,standing,walking
9.0,break_mode,4,0.717,5.636,0.04,standing,walking
9.0,break_mode,5,4.92,5.25,0.04,standing,discussion
9.0,break_mode,6,4.922,6.373,0.04,standing,walking
9.0,break_mode,7,4.921,8.534,0.066,standing,walking
9.0,break_mode,8,4.921,10.147,0.25,standing,walking
9.0,break_mode,9,9.078,5.818,0.04,standing,walking
9.0,break_mode,10,9.02,9.2,0.145,standing,discussion
9.0,break_mode,11,6.149,5.45,0.04,sitting,discussion
9.0,break_mode,12,7.843,5.45,0.04,sitting,discussion
9.0,break_mode,13,1.464,6.35,0.04,sitting,discussion
9.0,break_mode,14,3.238,6.35,0.04,sitting,discussion
9.0,break_mode,15,6.149,6.35,0.04,sitting,discussion
9.0,break_mode,16,6.996,6.35,0.04,sitting,discussion
9.0,break_mode,17,2.351,7.25,0.04,sitting,discussion
9.0,break_mode,18,3.238,7.25,0.04,sitting,discussion
9.0,break_mode,19,6.996,7.25,0.04,sitting,discussion
9.0,break_mode,20,7.843,7.25,0.04,sitting,discussion
9.0,break_mode,21,1.464,8.15,0.04,sitting,discussion
9.0,break_mode,22,3.238,8.15,0.04,sitting,discussion
9.0,break_mode,23,6.149,8.15,0.04,sitting,discussion
9.0,break_mode,24,7.843,8.15,0.04,sitting,discussion
9.0,break_mode,25,1.464,9.05,0.145,sitting,discussion
9.0,break_mode,26,2.351,9.05,0.145,sitting,discussion
9.0,break_mode,27,6.996,9.05,0.145,sitting,discussion
9.0,break_mode,28,7.843,9.05,0.145,sitting,discussion
9.0,break_mode,29,2.351,9.95,0.25,sitting,discussion
9.0,break_mode,30,3.238,9.95,0.25,sitting,discussion
9.0,break_mode,31,6.149,9.95,0.25,sitting,discussion
9.0,break_mode,32,7.843,9.95,0.25,sitting,discussion
9.0,break_mode,33,1.464,10.85,0.355,sitting,discussion
9.0,break_mode,34,3.238,10.85,0.355,sitting,discussion
9.0,break_mode,35,6.996,10.85,0.355,sitting,discussion
9.0,break_mode,36,7.843,10.85,0.355,sitting,discussion
9.0,break_mode,37,1.464,11.75,0.46,sitting,discussion
9.0,break_mode,38,2.351,11.75,0.46,sitting,discussion
9.0,break_mode,39,6.149,11.75,0.46,sitting,discussion
9.0,break_mode,40,6.996,11.75,0.46,sitting,discussion
9.0,break_mode,41,2.351,12.65,0.565,sitting,discussion
9.0,break_mode,42,6.149,12.65,0.565,sitting,discussion
9.0,break_mode,43,6.996,12.65,0.565,sitting,discussion
9.0,break_mode,44,7.843,12.65,0.565,sitting,discussion
9.0,break_mode,45,1.464,13.55,0.67,sitting,discussion
9.0,break_mode,46,3.238,13.55,0.67,sitting,discussion
9.0,break_mode,47,6.149,13.55,0.67,sitting,discussion
9.0,break_mode,48,7.843,13.55,0.67,sitting,discussion
9.0,break_mode,57,4.025,1.35,0.16,standing,blackboard-writing
9.25,break_mode,1,0.62,2.699,0.04,standing,walking
9.25,break_mode,2,0.621,2.409,0.04,standing,walking
9.25,break_mode,3,0.628,4.598,0.04,standing,walking
9.25,break_mode,4,0.641,5.296,0.04,standing,walking
9.25,break_mode,5,4.923,5.603,0.04,standing,walking
9.25,break_mode,6,4.925,6.101,0.04,standing,walking
9.25,break_mode,7,4.925,8.939,0.143,standing,walking
9.25,break_mode,8,4.925,9.793,0.25,standing,walking
9.25,break_mode,9,9.041,6.233,0.04,standing,walking
9.25,break_mode,10,9.026,8.911,0.145,standing,walking
9.25,break_mode,11,6.149,5.45,0.04,sitting,discussion
9.25,break_mode,12,7.843,5.45,0.04,sitting,discussion
9.25,break_mode,13,1.464,6.35,0.04,sitting,discussion
9.25,break_mode,14,3.238,6.35,0.04,sitting,discussion
9.25,break_mode,15,6.149,6.35,0.04,sitting,discussion
9.25,break_mode,16,6.996,6.35,0.04,sitting,discussion
9.25,break_mode,17,2.351,7.25,0.04,sitting,discussion
9.25,break_mode,18,3.238,7.25,0.04,sitting,discussion
9.25,break_mode,19,6.996,7.25,0.04,sitting,discussion
9.25,break_mode,20,7.843,7.25,0.04,sitting,discussion
9.25,break_mode,21,1.464,8.15,0.04,sitting,discussion
9.25,break_mode,22,3.238,8.15,0.04,sitting,discussion
9.25,break_mode,23,6.149,8.15,0.04,sitting,discussion
9.25,break_mode,24,7.843,8.15,0.04,sitting,discussion
9.25,break_mode,25,1.464,9.05,0.145,sitting,discussion
9.25,break_mode,26,2.351,9.05,0.145,sitting,discussion
9.25,break_mode,27,6.996,9.05,0.145,sitting,discussion
9.25,break_mode,28,7.843,9.05,0.145,sitting,discussion
9.25,break_mode,29,2.351,9.95,0.25,sitting,discussion
9.25,break_mode,30,3.238,9.95,0.25,sitting,discussion
9.25,break_mode,31,6.149,9.95,0.25,sitting,discussion
9.25,break_mode,32,7.843,9.95,0.25,sitting,discussion
9.25,break_mode,33,1.464,10.85,0.355,sitting,discussion
9.25,break_mode,34,3.238,10.85,0.355,sitting,discussion
9.25,break_mode,35,6.996,10.85,0.355,sitting,discussion
9.25,break_mode,36,7.843,10.85,0.355,sitting,discussion
9.25,break_mode,37,1.464,11.75,0.46,sitting,discussion
9.25,break_mode,38,2.351,11.75,0.46,sitting,discussion
9.25,break_mode,39,6.149,11.75,0.46,sitting,discussion
9.25,break_mode,40,6.996,11.75,0.46,sitting,discussion
9.25,break_mode,41,2.351,12.65,0.565,sitting,discussion
9.25,break_mode,42,6.149,12.65,0.565,sitting,discussion
9.25,break_mode,43,6.996,12.65,0.565,sitting,discussion
9.25,break_mode,44,7.843,12.65,0.565,sitting,discussion
9.25,break_mode,45,1.464,13.55,0.67,sitting,discussion
9.25,break_mode,46,3.238,13.55,0.67,sitting,discussion
9.25,break_mode,47,6.149,13.55,0.67,sitting,discussion
9.25,break_mode,48,7.843,13.55,0.67,sitting,discussion
9.25,break_mode,57,4.025,1.35,0.16,standing,blackboard-writing
9.5,break_mode,1,0.589,2.28,0.04,standing,walking
9.5,break_mode,2,0.644,2.669,0.04,standing,walking
9.5,break_mode,3,0.654,4.418,0.04,standing,walking
9.5,break_mode,4,0.645,5.314,0.04,standing,walking
9.5,break_mode,5,4.924,5.737,0.04,standing,walking
9.5,break_mode,6,4.921,6.444,0.04,standing,walking
9.5,break_mode,7,4.922,8.621,0.082,standing,walking
9.5,break_mode,8,4.923,9.94,0.25,standing,walking
9.5,break_mode,9,9.043,6.211,0.04,standing,walking
9.5,break_mode,10,9.029,8.801,0.145,standing,walking
9.5,break_mode,11,6.149,5.45,0.04,sitting,discussion
9.5,break_mode,12,7.843,5.45,0.04,sitting,discussion
9.5,break_mode,13,1.464,6.35,0.04,sitting,discussion
9.5,break_mode,14,3.238,6.35,0.04,sitting,discussion
9.5,break_mode,15,6.149,6.35,0.04,sitting,discussion
9.5,break_mode,16,6.996,6.35,0.04,sitting,discussion
9.5,break_mode,17,2.351,7.25,0.04,sitting,discussion
9.5,break_mode,18,3.238,7.25,0.04,sitting,discussion
9.5,break_mode,19,6.996,7.25,0.04,sitting,discussion
9.5,break_mode,20,7.843,7.25,0.04,sitting,discussion
9.5,break_mode,21,1.464,8.15,0.04,sitting,discussion
9.5,break_mode,22,3.238,8.15,0.04,sitting,discussion
9.5,break_mode,23,6.149,8.15,0.04,sitting,discussion
9.5,break_mode,24,7.843,8.15,0.04,sitting,discussion
9.5,break_mode,25,1.464,9.05,0.145,sitting,discussion
9.5,break_mode,26,2.351,9.05,0.145,sitting,discussion
9.5,break_mode,27,6.996,9.05,0.145,sitting,discussion
9.5,break_mode,28,7.843,9.05,0.145,sitting,discussion
9.5,break_mode,29,2.351,9.95,0.25,sitting,discussion
9.5,break_mode,30,3.238,9.95,0.25,sitting,discussion
9.5,break_mode,31,6.149,9.95,0.25,sitting,discussion
9.5,break_mode,32,7.843,9.95,0.25,sitting,discussion
9.5,break_mode,33,1.464,10.85,0.355,sitting,discussion
9.5,break_mode,34,3.238,10.85,0.355,sitting,discussion
9.5,break_mode,35,6.996,10.85,0.355,sitting,discussion
9.5,break_mode,36,7.843,10.85,0.355,sitting,discussion
9.5,break_mode,37,1.464,11.75,0.46,sitting,discussion
9.5,break_mode,38,2.351,11.75,0.46,sitting,discussion
9.5,break_mode,39,6.149,11.75,0.46,sitting,discussion
9.5,break_mode,40,6.996,11.75,0.46,sitting,discussion
9.5,break_mode,41,2.351,12.65,0.565,sitting,discussion
9.5,break_mode,42,6.149,12.65,0.565,sitting,discussion
9.5,break_mode,43,6.996,12.65,0.565,sitting,discussion
9.5,break_mode,44,7.843,12.65,0.565,sitting,discussion
9.5,break_mode,45,1.464,13.55,0.67,sitting,discussion
9.5,break_mode,46,3.238,13.55,0.67,sitting,discussion
9.5,break_mode,47,6.149,13.55,0.67,sitting,discussion
9.5,break_mode,48,7.843,13.55,0.67,sitting,discussion
9.5,break_mode,57,4.025,1.35,0.16,standing,blackboard-writing
9.75,break_mode,1,0.593,2.15,0.04,standing,discussion
9.75,break_mode,2,0.654,2.928,0.04,standing,walking
9.75,break_mode,3,0.697,4.087,0.04,standing,walking
9.75,break_mode,4,0.72,5.65,0.04,standing,walking
9.75,break_mode,5,4.92,5.276,0.04,standing,walking
9.75,break_mode,6,4.922,6.713,0.04,standing,walking
9.75,break_mode,7,4.921,8.345,0.04,standing,walking
9.75,break_mode,8,4.92,10.219,0.254,standing,walking
9.75,break_mode,9,9.08,5.8,0.04,standing,walking
9.75,break_mode,10,9.02,9.179,0.145,standing,walking
9.75,break_mode,11,6.149,5.45,0.04,sitting,discussion
9.75,break_mode,12,7.843,5.45,0.04,sitting,discussion
9.75,break_mode,13,1.464,6.35,0.04,sitting,discussion
9.75,break_mode,14,3.238,6.35,0.04,sitting,discussion
9.75,break_mode,15,6.149,6.35,0.04,sitting,discussion
9.75,break_mode,16,6.996,6.35,0.04,sitting,discussion
9.75,break_mode,17,2.351,7.25,0.04,sitting,discussion
9.75,break_mode,18,3.238,7.25,0.04,sitting,discussion
9.75,break_mode,19,6.996,7.25,0.04,sitting,discussion
9.75,break_mode,20,7.843,7.25,0.04,sitting,discussion
9.75,break_mode,21,1.464,8.15,0.04,sitting,discussion
9.75,break_mode,22,3.238,8.15,0.04,sitting,discussion
9.75,break_mode,23,6.149,8.15,0.04,sitting,discussion
9.75,break_mode,24,7.843,8.15,0.04,sitting,discussion
9.75,break_mode,25,1.464,9.05,0.145,sitting,discussion
9.75,break_mode,26,2.351,9.05,0.145,sitting,discussion
9.75,break_mode,27,6.996,9.05,0.145,sitting,discussion
9.75,break_mode,28,7.843,9.05,0.145,sitting,discussion
9.75,break_mode,29,2.351,9.95,0.25,sitting,discussion
9.75,break_mode,30,3.238,9.95,0.25,sitting,discussion
9.75,break_mode,31,6.149,9.95,0.25,sitting,discussion
9.75,break_mode,32,7.843,9.95,0.25,sitting,discussion
9.75,break_mode,33,1.464,10.85,0.355,sitting,discussion
9.75,break_mode,34,3.238,10.85,0.355,sitting,discussion
9.75,break_mode,35,6.996,10.85,0.355,sitting,discussion
9.75,break_mode,36,7.843,10.85,0.355,sitting,discussion
9.75,break_mode,37,1.464,11.75,0.46,sitting,discussion
9.75,break_mode,38,2.351,11.75,0.46,sitting,discussion
9.75,break_mode,39,6.149,11.75,0.46,sitting,discussion
9.75,break_mode,40,6.996,11.75,0.46,sitting,discussion
9.75,break_mode,41,2.351,12.65,0.565,sitting,discussion
9.75,break_mode,42,6.149,12.65,0.565,sitting,discussion
9.75,break_mode,43,6.996,12.65,0.565,sitting,discussion
9.75,break_mode,44,7.843,12.65,0.565,sitting,discussion
9.75,break_mode,45,1.464,13.55,0.67,sitting,discussion
9.75,break_mode,46,3.238,13.55,0.67,sitting,discussion
9.75,break_mode,47,6.149,13.55,0.67,sitting,discussion
9.75,break_mode,48,7.843,13.55,0.67,sitting,discussion
9.75,break_mode,57,4.025,1.35,0.16,standing,blackboard-writing
10.0,break_mode,1,0.62,2.15,0.04,standing,discussion
10.0,break_mode,2,0.62,3.35,0.04,standing,walking
10.0,break_mode,3,0.625,3.77,0.04,standing,walking
10.0,break_mode,4,0.639,6.055,0.04,standing,walking
10.0,break_mode,5,4.923,5.029,0.04,standing,walking
10.0,break_mode,6,4.925,7.018,0.04,standing,walking
10.0,break_mode,7,4.925,8.05,0.04,standing,walking
10.0,break_mode,8,4.925,10.671,0.349,standing,walking
10.0,break_mode,9,9.04,5.517,0.04,standing,walking
10.0,break_mode,10,9.026,9.515,0.211,standing,walking
10.0,break_mode,11,6.149,5.45,0.04,sitting,discussion
10.0,break_mode,12,7.843,5.45,0.04,sitting,discussion
10.0,break_mode,13,1.464,6.35,0.04,sitting,discussion
10.0,break_mode,14,3.238,6.35,0.04,sitting,discussion
10.0,break_mode,15,6.149,6.35,0.04,sitting,discussion
10.0,break_mode,16,6.996,6.35,0.04,sitting,discussion
10.0,break_mode,17,2.351,7.25,0.04,sitting,discussion
10.0,break_mode,18,3.238,7.25,0.04,sitting,discussion
10.0,break_mode,19,6.996,7.25,0.04,sitting,discussion
10.0,break_mode,20,7.843,7.25,0.04,sitting,discussion
10.0,break_mode,21,1.464,8.15,0.04,sitting,discussion
10.0,break_mode,22,3.238,8.15,0.04,sitting,discussion
10.0,break_mode,23,6.149,8.15,0.04,sitting,discussion
10.0,break_mode,24,7.843,8.15,0.04,sitting,discussion
10.0,break_mode,25,1.464,9.05,0.145,sitting,discussion
10.0,break_mode,26,2.351,9.05,0.145,sitting,discussion
10.0,break_mode,27,6.996,9.05,0.145,sitting,discussion
10.0,break_mode,28,7.843,9.05,0.145,sitting,discussion
10.0,break_mode,29,2.351,9.95,0.25,sitting,discussion
10.0,break_mode,30,3.238,9.95,0.25,sitting,discussion
10.0,break_mode,31,6.149,9.95,0.25,sitting,discussion
10.0,break_mode,32,7.843,9.95,0.25,sitting,discussion
10.0,break_mode,33,1.464,10.85,0.355,sitting,discussion
10.0,break_mode,34,3.238,10.85,0.355,sitting,discussion
10.0,break_mode,35,6.996,10.85,0.355,sitting,discussion
10.0,break_mode,36,7.843,10.85,0.355,sitting,discussion
10.0,break_mode,37,1.464,11.75,0.46,sitting,discussion
10.0,break_mode,38,2.351,11.75,0.46,sitting,discussion
10.0,break_mode,39,6.149,11.75,0.46,sitting,discussion
10.0,break_mode,40,6.996,11.75,0.46,sitting,discussion
10.0,break_mode,41,2.351,12.65,0.565,sitting,discussion
10.0,break_mode,42,6.149,12.65,0.565,sitting,discussion
10.0,break_mode,43,6.996,12.65,0.565,sitting,discussion
10.0,break_mode,44,7.843,12.65,0.565,sitting,discussion
10.0,break_mode,45,1.464,13.55,0.67,sitting,discussion
10.0,break_mode,46,3.238,13.55,0.67,sitting,discussion
10.0,break_mode,47,6.149,13.55,0.67,sitting,discussion
10.0,break_mode,48,7.843,13.55,0.67,sitting,discussion
10.0,break_mode,57,4.025,1.35,0.16,standing,blackboard-writing
10.25,break_mode,1,0.62,2.288,0.04,standing,walking
