time_s,mode,cell_id,x_m,y_m,dominant_activity,empty,listening,writing,projection,blackboard-writing,discussion,walking
8.0,break_mode,desk_cell_39,6.149,9.05,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_40,6.996,9.05,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_41,7.843,9.05,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_42,1.464,9.95,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_43,2.351,9.95,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_44,3.238,9.95,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_45,6.149,9.95,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_46,6.996,9.95,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_47,7.843,9.95,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_48,1.464,10.85,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_49,2.351,10.85,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_50,3.238,10.85,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_51,6.149,10.85,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_52,6.996,10.85,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_53,7.843,10.85,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_54,1.464,11.75,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_55,2.351,11.75,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_56,3.238,11.75,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_57,6.149,11.75,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_58,6.996,11.75,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_59,7.843,11.75,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_60,1.464,12.65,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_61,2.351,12.65,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_62,3.238,12.65,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_63,6.149,12.65,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_64,6.996,12.65,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_65,7.843,12.65,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_66,1.464,13.55,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_67,2.351,13.55,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_68,3.238,13.55,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_69,6.149,13.55,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_70,6.996,13.55,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,desk_cell_71,7.843,13.55,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,door_aisle_cell_00,0.66,2.2,empty,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,break_mode,door_aisle_cell_01,0.66,3.8,discussion,0.0,0.0,0.0,0.0,0.003,1.0,0.0
8.0,break_mode,door_aisle_cell_02,0.66,5.4,discussion,0.0,0.0,0.0,0.0,0.0001,1.0,0.0
8.0,break_mode,door_aisle_cell_03,0.66,7.0,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,door_aisle_cell_04,0.66,8.6,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,door_aisle_cell_05,0.66,10.2,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,door_aisle_cell_06,0.66,11.8,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,door_aisle_cell_07,0.66,13.4,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,center_aisle_cell_00,4.925,2.2,empty,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,break_mode,center_aisle_cell_01,4.925,3.8,discussion,0.0,0.0,0.0,0.0,0.0643,0.8063,0.0
8.0,break_mode,center_aisle_cell_02,4.925,5.4,discussion,0.0,0.0,0.0,0.0,0.0018,1.0,0.0
8.0,break_mode,center_aisle_cell_03,4.925,7.0,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,center_aisle_cell_04,4.925,8.6,discussion,0.0,0.0,0.0,0.0,0.0,0.9476,0.0
8.0,break_mode,center_aisle_cell_05,4.925,10.2,discussion,0.0,0.0,0.0,0.0,0.0,0.9743,0.0
8.0,break_mode,center_aisle_cell_06,4.925,11.8,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,center_aisle_cell_07,4.925,13.4,discussion,0.0,0.0,0.0,0.0,0.0,0.9705,0.0
8.0,break_mode,window_aisle_cell_00,9.03,2.2,empty,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,break_mode,window_aisle_cell_01,9.03,3.8,discussion,0.0,0.0,0.0,0.0,0.0001,0.8467,0.0
8.0,break_mode,window_aisle_cell_02,9.03,5.4,discussion,0.0,0.0,0.0,0.0,0.0,0.9675,0.0
8.0,break_mode,window_aisle_cell_03,9.03,7.0,discussion,0.0,0.0,0.0,0.0,0.0,0.9544,0.0
8.0,break_mode,window_aisle_cell_04,9.03,8.6,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,window_aisle_cell_05,9.03,10.2,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,break_mode,window_aisle_cell_06,9.03,11.8,discussion,0.0,0.0,0.0,0.0,0.0,0.896,0.0
8.0,break_mode,window_aisle_cell_07,9.03,13.4,discussion,0.0,0.0,0.0,0.0,0.0,0.7708,0.0
8.0,break_mode,blackboard_cell_00,3.0,0.13,empty,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,break_mode,blackboard_cell_01,4.3,0.13,empty,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,break_mode,blackboard_cell_02,5.6,0.13,empty,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,break_mode,projection_screen_cell_00,6.75,0.12,empty,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,break_mode,projection_screen_cell_01,7.28,0.12,empty,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,break_mode,projection_screen_cell_02,7.81,0.12,empty,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.25,break_mode,desk_cell_00,1.464,3.65,walking,0.0,0.0,0.0,0.0,0.0153,0.0569,1.0
8.25,break_mode,desk_cell_01,2.351,3.65,walking,0.0,0.0,0.0,0.0,0.0459,0.0631,0.9547
8.25,break_mode,desk_cell_02,3.238,3.65,walking,0.0,0.0,0.0,0.0,0.087,0.0618,1.0
8.25,break_mode,desk_cell_03,6.149,3.65,walking,0.0,0.0,0.0,0.0,0.0279,0.3837,1.0
8.25,break_mode,desk_cell_04,6.996,3.65,discussion,0.0113,0.0,0.0,0.0,0.0079,0.5375,0.4596
8.25,break_mode,desk_cell_05,7.843,3.65,discussion,0.0,0.0,0.0,0.0,0.0015,1.0,0.0878
8.25,break_mode,desk_cell_06,1.464,4.55,walking,0.0,0.0,0.0,0.0,0.0028,0.3274,1.0
8.25,break_mode,desk_cell_07,2.351,4.55,walking,0.0,0.0,0.0,0.0,0.0083,0.3822,1.0
8.25,break_mode,desk_cell_08,3.238,4.55,walking,0.0,0.0,0.0,0.0,0.0157,0.3727,1.0
8.25,break_mode,desk_cell_09,6.149,4.55,discussion,0.0,0.0,0.0,0.0,0.005,1.0,1.0
8.25,break_mode,desk_cell_10,6.996,4.55,discussion,0.0,0.0,0.0,0.0,0.0014,1.0,0.3952
8.25,break_mode,desk_cell_11,7.843,4.55,discussion,0.0,0.0,0.0,0.0,0.0003,1.0,0.0734
8.25,break_mode,desk_cell_12,1.464,5.45,discussion,0.0,0.0,0.0,0.0,0.0003,1.0,1.0
8.25,break_mode,desk_cell_13,2.351,5.45,discussion,0.0,0.0,0.0,0.0,0.0009,1.0,1.0
8.25,break_mode,desk_cell_14,3.238,5.45,discussion,0.0,0.0,0.0,0.0,0.0016,1.0,0.7378
8.25,break_mode,desk_cell_15,6.149,5.45,discussion,0.0,0.0,0.0,0.0,0.0005,1.0,0.7309
8.25,break_mode,desk_cell_16,6.996,5.45,discussion,0.0,0.0,0.0,0.0,0.0001,1.0,0.2278
8.25,break_mode,desk_cell_17,7.843,5.45,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0408
8.25,break_mode,desk_cell_18,1.464,6.35,discussion,0.0,0.0,0.0,0.0,0.0,1.0,1.0
8.25,break_mode,desk_cell_19,2.351,6.35,discussion,0.0,0.0,0.0,0.0,0.0001,1.0,0.699
8.25,break_mode,desk_cell_20,3.238,6.35,discussion,0.0,0.0,0.0,0.0,0.0001,1.0,0.3704
8.25,break_mode,desk_cell_21,6.149,6.35,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.3007
8.25,break_mode,desk_cell_22,6.996,6.35,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0886
8.25,break_mode,desk_cell_23,7.843,6.35,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0151
8.25,break_mode,desk_cell_24,1.464,7.25,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.8108
8.25,break_mode,desk_cell_25,2.351,7.25,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.3211
8.25,break_mode,desk_cell_26,3.238,7.25,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.1323
8.25,break_mode,desk_cell_27,6.149,7.25,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0845
8.25,break_mode,desk_cell_28,6.996,7.25,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0234
8.25,break_mode,desk_cell_29,7.843,7.25,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0038
8.25,break_mode,desk_cell_30,1.464,8.15,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.2604
8.25,break_mode,desk_cell_31,2.351,8.15,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.1012
8.25,break_mode,desk_cell_32,3.238,8.15,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0335
8.25,break_mode,desk_cell_33,6.149,8.15,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0162
8.25,break_mode,desk_cell_34,6.996,8.15,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0042
8.25,break_mode,desk_cell_35,7.843,8.15,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0006
8.25,break_mode,desk_cell_36,1.464,9.05,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0561
8.25,break_mode,desk_cell_37,2.351,9.05,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0215
8.25,break_mode,desk_cell_38,3.238,9.05,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.006
8.25,break_mode,desk_cell_39,6.149,9.05,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0021
8.25,break_mode,desk_cell_40,6.996,9.05,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0005
8.25,break_mode,desk_cell_41,7.843,9.05,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0001
8.25,break_mode,desk_cell_42,1.464,9.95,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.008
8.25,break_mode,desk_cell_43,2.351,9.95,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0031
8.25,break_mode,desk_cell_44,3.238,9.95,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0007
8.25,break_mode,desk_cell_45,6.149,9.95,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0002
8.25,break_mode,desk_cell_46,6.996,9.95,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,desk_cell_47,7.843,9.95,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,desk_cell_48,1.464,10.85,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0008
8.25,break_mode,desk_cell_49,2.351,10.85,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0003
8.25,break_mode,desk_cell_50,3.238,10.85,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0001
8.25,break_mode,desk_cell_51,6.149,10.85,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,desk_cell_52,6.996,10.85,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,desk_cell_53,7.843,10.85,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,desk_cell_54,1.464,11.75,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,desk_cell_55,2.351,11.75,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,desk_cell_56,3.238,11.75,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,desk_cell_57,6.149,11.75,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,desk_cell_58,6.996,11.75,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,desk_cell_59,7.843,11.75,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,desk_cell_60,1.464,12.65,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,desk_cell_61,2.351,12.65,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,desk_cell_62,3.238,12.65,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,desk_cell_63,6.149,12.65,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,desk_cell_64,6.996,12.65,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,desk_cell_65,7.843,12.65,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,desk_cell_66,1.464,13.55,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,desk_cell_67,2.351,13.55,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,desk_cell_68,3.238,13.55,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,desk_cell_69,6.149,13.55,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,desk_cell_70,6.996,13.55,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,desk_cell_71,7.843,13.55,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,door_aisle_cell_00,0.66,2.2,walking,0.0,0.0,0.0,0.0,0.0185,0.0005,0.9325
8.25,break_mode,door_aisle_cell_01,0.66,3.8,walking,0.0,0.0,0.0,0.0,0.003,0.0446,1.0
8.25,break_mode,door_aisle_cell_02,0.66,5.4,walking,0.0,0.0,0.0,0.0,0.0001,0.5118,1.0
8.25,break_mode,door_aisle_cell_03,0.66,7.0,discussion,0.0,0.0,0.0,0.0,0.0,1.0,1.0
8.25,break_mode,door_aisle_cell_04,0.66,8.6,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.1615
8.25,break_mode,door_aisle_cell_05,0.66,10.2,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0055
8.25,break_mode,door_aisle_cell_06,0.66,11.8,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0001
8.25,break_mode,door_aisle_cell_07,0.66,13.4,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,center_aisle_cell_00,4.925,2.2,walking,0.0,0.0,0.0,0.0,0.3995,0.0048,1.0
8.25,break_mode,center_aisle_cell_01,4.925,3.8,walking,0.0,0.0,0.0,0.0,0.0643,0.1526,1.0
8.25,break_mode,center_aisle_cell_02,4.925,5.4,walking,0.0,0.0,0.0,0.0,0.0018,0.7993,1.0
8.25,break_mode,center_aisle_cell_03,4.925,7.0,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.289
8.25,break_mode,center_aisle_cell_04,4.925,8.6,discussion,0.0,0.0,0.0,0.0,0.0,0.9472,0.0156
8.25,break_mode,center_aisle_cell_05,4.925,10.2,discussion,0.0,0.0,0.0,0.0,0.0,0.9743,0.0002
8.25,break_mode,center_aisle_cell_06,4.925,11.8,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,center_aisle_cell_07,4.925,13.4,discussion,0.0,0.0,0.0,0.0,0.0,0.9705,0.0
8.25,break_mode,window_aisle_cell_00,9.03,2.2,discussion,0.0,0.0,0.0,0.0,0.0003,0.6223,0.0017
8.25,break_mode,window_aisle_cell_01,9.03,3.8,discussion,0.0,0.0,0.0,0.0,0.0001,1.0,0.003
8.25,break_mode,window_aisle_cell_02,9.03,5.4,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0014
8.25,break_mode,window_aisle_cell_03,9.03,7.0,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0002
8.25,break_mode,window_aisle_cell_04,9.03,8.6,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,window_aisle_cell_05,9.03,10.2,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.25,break_mode,window_aisle_cell_06,9.03,11.8,discussion,0.0,0.0,0.0,0.0,0.0,0.896,0.0
8.25,break_mode,window_aisle_cell_07,9.03,13.4,discussion,0.0,0.0,0.0,0.0,0.0,0.7708,0.0
8.25,break_mode,blackboard_cell_00,3.0,0.13,empty,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.25,break_mode,blackboard_cell_01,4.3,0.13,empty,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.25,break_mode,blackboard_cell_02,5.6,0.13,empty,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.25,break_mode,projection_screen_cell_00,6.75,0.12,empty,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.25,break_mode,projection_screen_cell_01,7.28,0.12,empty,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.25,break_mode,projection_screen_cell_02,7.81,0.12,empty,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,break_mode,desk_cell_00,1.464,3.65,walking,0.0,0.0,0.0,0.0,0.0153,0.0569,1.0
8.5,break_mode,desk_cell_01,2.351,3.65,walking,0.0,0.0,0.0,0.0,0.0459,0.0631,1.0
8.5,break_mode,desk_cell_02,3.238,3.65,walking,0.0,0.0,0.0,0.0,0.087,0.0618,1.0
8.5,break_mode,desk_cell_03,6.149,3.65,walking,0.0,0.0,0.0,0.0,0.0279,0.3792,0.6472
8.5,break_mode,desk_cell_04,6.996,3.65,walking,0.1597,0.0,0.0,0.0,0.0079,0.4568,0.4994
8.5,break_mode,desk_cell_05,7.843,3.65,walking,0.0,0.0,0.0,0.0,0.0015,0.7141,0.7571
8.5,break_mode,desk_cell_06,1.464,4.55,walking,0.0,0.0,0.0,0.0,0.0028,0.3274,1.0
8.5,break_mode,desk_cell_07,2.351,4.55,walking,0.0,0.0,0.0,0.0,0.0083,0.3822,1.0
8.5,break_mode,desk_cell_08,3.238,4.55,walking,0.0,0.0,0.0,0.0,0.0157,0.3727,1.0
8.5,break_mode,desk_cell_09,6.149,4.55,discussion,0.0,0.0,0.0,0.0,0.005,1.0,0.8731
8.5,break_mode,desk_cell_10,6.996,4.55,discussion,0.0,0.0,0.0,0.0,0.0014,1.0,0.8842
8.5,break_mode,desk_cell_11,7.843,4.55,discussion,0.0,0.0,0.0,0.0,0.0003,1.0,1.0
8.5,break_mode,desk_cell_12,1.464,5.45,discussion,0.0,0.0,0.0,0.0,0.0003,1.0,1.0
8.5,break_mode,desk_cell_13,2.351,5.45,discussion,0.0,0.0,0.0,0.0,0.0009,1.0,0.9558
8.5,break_mode,desk_cell_14,3.238,5.45,discussion,0.0,0.0,0.0,0.0,0.0016,1.0,0.8433
8.5,break_mode,desk_cell_15,6.149,5.45,discussion,0.0,0.0,0.0,0.0,0.0005,1.0,0.9679
8.5,break_mode,desk_cell_16,6.996,5.45,discussion,0.0,0.0,0.0,0.0,0.0001,1.0,1.0
8.5,break_mode,desk_cell_17,7.843,5.45,discussion,0.0,0.0,0.0,0.0,0.0,1.0,1.0
8.5,break_mode,desk_cell_18,1.464,6.35,discussion,0.0,0.0,0.0,0.0,0.0,1.0,1.0
8.5,break_mode,desk_cell_19,2.351,6.35,discussion,0.0,0.0,0.0,0.0,0.0001,1.0,0.6067
8.5,break_mode,desk_cell_20,3.238,6.35,discussion,0.0,0.0,0.0,0.0,0.0001,1.0,0.4768
8.5,break_mode,desk_cell_21,6.149,6.35,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.8158
8.5,break_mode,desk_cell_22,6.996,6.35,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.9666
8.5,break_mode,desk_cell_23,7.843,6.35,discussion,0.0,0.0,0.0,0.0,0.0,1.0,1.0
8.5,break_mode,desk_cell_24,1.464,7.25,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.7247
8.5,break_mode,desk_cell_25,2.351,7.25,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.2827
8.5,break_mode,desk_cell_26,3.238,7.25,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.2255
8.5,break_mode,desk_cell_27,6.149,7.25,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.4844
8.5,break_mode,desk_cell_28,6.996,7.25,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.5652
8.5,break_mode,desk_cell_29,7.843,7.25,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.7214
8.5,break_mode,desk_cell_30,1.464,8.15,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.236
8.5,break_mode,desk_cell_31,2.351,8.15,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.092
8.5,break_mode,desk_cell_32,3.238,8.15,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0812
8.5,break_mode,desk_cell_33,6.149,8.15,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.194
8.5,break_mode,desk_cell_34,6.996,8.15,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.22
8.5,break_mode,desk_cell_35,7.843,8.15,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.2684
8.5,break_mode,desk_cell_36,1.464,9.05,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0512
8.5,break_mode,desk_cell_37,2.351,9.05,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0203
8.5,break_mode,desk_cell_38,3.238,9.05,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0205
8.5,break_mode,desk_cell_39,6.149,9.05,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0514
8.5,break_mode,desk_cell_40,6.996,9.05,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0566
8.5,break_mode,desk_cell_41,7.843,9.05,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0667
8.5,break_mode,desk_cell_42,1.464,9.95,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0074
8.5,break_mode,desk_cell_43,2.351,9.95,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.003
8.5,break_mode,desk_cell_44,3.238,9.95,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0035
8.5,break_mode,desk_cell_45,6.149,9.95,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.009
8.5,break_mode,desk_cell_46,6.996,9.95,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0096
8.5,break_mode,desk_cell_47,7.843,9.95,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.011
8.5,break_mode,desk_cell_48,1.464,10.85,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0007
8.5,break_mode,desk_cell_49,2.351,10.85,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0003
8.5,break_mode,desk_cell_50,3.238,10.85,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0004
8.5,break_mode,desk_cell_51,6.149,10.85,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.001
8.5,break_mode,desk_cell_52,6.996,10.85,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0011
8.5,break_mode,desk_cell_53,7.843,10.85,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0012
8.5,break_mode,desk_cell_54,1.464,11.75,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.5,break_mode,desk_cell_55,2.351,11.75,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.5,break_mode,desk_cell_56,3.238,11.75,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.5,break_mode,desk_cell_57,6.149,11.75,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0001
8.5,break_mode,desk_cell_58,6.996,11.75,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0001
8.5,break_mode,desk_cell_59,7.843,11.75,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0001
8.5,break_mode,desk_cell_60,1.464,12.65,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.5,break_mode,desk_cell_61,2.351,12.65,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.5,break_mode,desk_cell_62,3.238,12.65,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.5,break_mode,desk_cell_63,6.149,12.65,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.5,break_mode,desk_cell_64,6.996,12.65,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.5,break_mode,desk_cell_65,7.843,12.65,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.5,break_mode,desk_cell_66,1.464,13.55,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.5,break_mode,desk_cell_67,2.351,13.55,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.5,break_mode,desk_cell_68,3.238,13.55,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.5,break_mode,desk_cell_69,6.149,13.55,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.5,break_mode,desk_cell_70,6.996,13.55,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.5,break_mode,desk_cell_71,7.843,13.55,discussion,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.5,break_mode,door_aisle_cell_00,0.66,2.2,walking,0.0,0.0,0.0,0.0,0.0185,0.0005,1.0
8.5,break_mode,door_aisle_cell_01,0.66,3.8,walking,0.0,0.0,0.0,0.0,0.003,0.0446,1.0
